acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.15590463617622063,0.137238674688865,-0.4583297333277112,0.014548496648201969,-0.06565456930596557,-0.1843223334610565
-0.21917790183405808,0.1582204187310427,-0.42374794662860665,0.011377656441629613,-0.05815804672820397,-0.19239488958703016
-0.2800645333129171,0.12496397579261083,-0.4278121444744592,0.0033293936253746357,-0.005671472993731646,-0.19838494518766409
-0.08789016755712313,0.17234550589761743,-0.46029847817761294,-0.0030548341177865845,0.04206774391920802,-0.1547229514835007
-0.07493663379268715,0.17304870528231592,-0.44080631463487185,-0.0003442488072987632,0.0021104041624595677,-0.16863256103534502
-0.23680132926891995,0.14057507619288484,-0.43431581474505154,0.0002798011502445979,-0.031730006576025316,-0.20104049415929198
-0.25170233317166374,0.14690442610492238,-0.44274485843920985,-0.004140391438673362,0.013546951371802486,-0.16629811775358502
-0.16157197341713447,0.17132199715653965,-0.44356391987791755,-0.0043922096765668436,0.035208739480124825,-0.15575972304577945
-0.14135780030982098,0.16626055387599642,-0.45175862162454433,-0.005353732605831564,0.027491462757175514,-0.1577002960297947
-0.16240268989798565,0.16136796731974093,-0.4398823443010482,-0.007301096673829143,0.005119043078161815,-0.17813631885889109
-0.20011769381219566,0.17460637153388764,-0.42566991391921427,-0.007630648147758802,0.0034388634852501173,-0.17843082830033166
-0.1572155768382198,0.16528981286125854,-0.43466778181741,-0.006892085847818707,0.025012129142616593,-0.1556690246050334
-0.14248754877740233,0.17311961770052034,-0.43838251042174015,-0.0035658828791849642,0.021549074152314933,-0.15119863613629064
-0.15764693534402358,0.17127830177613199,-0.44414205417870767,-0.00395856355070991,0.009364818127373841,-0.14763298067165329
-0.15478634735816688,0.17468098695043155,-0.4346943496544848,-0.0037865122187228316,0.008671748499890976,-0.15064451273666218
-0.17591426535045618,0.1578073492662553,-0.4352084486556587,-0.003799744980352046,0.008254966688027433,-0.1591554851010978
-0.1467451329066166,0.1683394171438728,-0.44701115350725534,-0.007325963235079406,0.016739236819080617,-0.15035568096781377
-0.15802834707547117,0.16295507240811247,-0.432421777744702,-0.0035007514028721955,0.005141246320137879,-0.15292559065388248
-0.16575431305511074,0.17104649408007006,-0.43448294233553914,-0.0032962142013578687,0.0037496561925083787,-0.15360306386948788
-0.1807309938886973,0.15087626212402527,-0.43550137609007317,-0.0017303126400207826,0.0059542715576811735,-0.15072630769865628
-0.1734035210048955,0.1718357881761653,-0.4336400379661234,-0.003417140074145461,0.012635154245363926,-0.1391006133143862
-0.1429662594199335,0.16060589026144176,-0.43976176719432414,-0.0017224664412600335,0.011115773846609658,-0.14238784776826557
-0.15236338825238382,0.1709415140771411,-0.42815116824157606,0.0009868097786870564,-0.0039250516630263904,-0.15377596485933864
-0.17044130971190707,0.16609354865087844,-0.4320100898078079,-0.0006394039223037415,-0.0016026072718554262,-0.1485040771133171
-0.18648071087432855,0.16506707751112887,-0.4222276759515488,0.00044718751851997743,0.001462217931551317,-0.14955635665148267
-0.16474759365509947,0.17094243982672597,-0.4451545839694472,-0.0030050262922896535,0.01705444383453077,-0.13882377285348999
-0.15102996073093422,0.17312276524910897,-0.42429497158171087,-0.0014273657640769036,0.0070979624111767265,-0.14621444589335275
-0.15694681562382676,0.15865366953678117,-0.43066966295094866,-0.0008472985864144904,0.011106593511040352,-0.14991483823799262
-0.1479103414217928,0.1632405735800992,-0.43137109926482947,-0.00043576636341213543,0.01351364650883839,-0.1495561155882888
-0.15179343285323654,0.16656568093918303,-0.44965317730524923,-0.0012543758763583917,0.005807594586063229,-0.15147347355235896
-0.15226327848386895,0.1745586028553061,-0.432571420519337,-0.0012888056132176365,0.00852422166935999,-0.1606836179917311
-0.14997913249123174,0.1762240263585614,-0.4433954298342467,-0.001219062021589562,-0.005792343538501555,-0.16585262662757183
-0.18261707922510154,0.1600271116209553,-0.42551164227441834,-0.0004057915596113446,-0.0028041148716410605,-0.17123486993185633
-0.1685400889893343,0.19193584831367372,-0.45198842206146483,0.0009299596063534615,-0.004230811067314711,-0.1540136071761603
-0.14209100165978625,0.13926365933089974,-0.4230440124838898,0.014020704084343322,-0.019107014179752444,-0.14732250856473594
-0.16953859203685406,0.1799129533045154,-0.44030220695704225,0.013722647075813084,-0.05345279549639214,-0.15824798050463992
-0.19025915192140685,0.14195370247473454,-0.4411362553807665,0.012094574740430337,-0.04869205165387741,-0.1596378192472193
-0.21444333682073205,0.15877401698281968,-0.42279536477793334,0.007606390901448919,-0.013753747463526844,-0.15378936765572862
-0.1731438410222036,0.1626301343038088,-0.44604517420027934,0.0063940288203712635,0.011279346509234442,-0.1332173233335572
-0.1545980199102696,0.12947293172087912,-0.4542296575480312,0.005187583375551461,0.008814871868196142,-0.13200942703654028
-0.1803865557434615,0.16349052596802496,-0.45739895072797104,-0.000607373303962565,0.009778029292263634,-0.13357705781429838
-0.1323178665909485,0.14654727191506386,-0.4210141843162691,0.002233872196307744,0.012828173705878106,-0.1383547098705671
-0.13878348734235235,0.14643155321694976,-0.4538951752915254,-0.002111357127786496,0.008642103375764803,-0.14052916173088412
-0.18456327366657518,0.15877142488398188,-0.4304630242181446,-0.002682705512113127,0.01311714123054915,-0.15268388832537483
-0.1570590337012765,0.16376473299507566,-0.4341019095952699,-0.005262368457089587,0.033287539279705326,-0.1441500054418706
-0.1661515088321341,0.16056774937854368,-0.4278920750612141,-0.007682789249824311,0.029533657456262893,-0.1610541543238759
-0.19802857808133043,0.1674451430448486,-0.4367541517921386,-0.009235932095674266,0.02684497345513064,-0.16353374143746788
-0.19603222064569814,0.16919814245883638,-0.4262491835976571,-0.006608731024751233,0.044358504919342866,-0.1341427982395518
-0.17422710223226723,0.15802545586846062,-0.43922382526244214,-0.003754226616802967,0.05310634984435358,-0.11984623944113364
-0.1563236701532872,0.16886024386034376,-0.4402338572223456,-0.0009898454136723497,0.04412160577894298,-0.12663911477440956
-0.15668367612429634,0.16217151795944365,-0.45230496535105685,0.00030787358263847096,0.037508130770406684,-0.11788661770697763
-0.15023189344024657,0.1764352824138379,-0.4385160308337058,-0.0006306841753126858,0.029167063802980488,-0.12037738729806877
-0.16858268429040868,0.17359341633807782,-0.43249080870599044,0.0009425709026296016,0.020807705888483297,-0.13719652968539875
-0.12284123373715278,0.16578212649051421,-0.46150129726295663,0.0007591341187488868,0.024733883630121016,-0.14062569009466053
-0.11540238603313067,0.1729594630223305,-0.4582121082028843,0.0001957364379067004,0.008918162651384723,-0.14350669500428384
-0.1464809123080741,0.16512854728356702,-0.4581240028970294,0.0014563169190258528,-0.007581044769096683,-0.16491241673385285
-0.14887035734448395,0.17887463257007893,-0.4537929913027762,-0.00031260628691816733,-0.007921646839395943,-0.16724402117931678
-0.1547846175997476,0.18014513130041102,-0.4663148443596368,-0.000262305580587506,-0.007575637280297209,-0.1715830159339297
-0.15694681562382676,0.16759715112669102,-0.4476905634946724,0.0033968011589395873,-0.020886984407658446,-0.1811553181735181
-0.2043778725790388,0.1789540618844644,-0.4433870280396161,0.004563185532511542,-0.024243942608405955,-0.1805282842593428
-0.20125846948969983,0.14143898570552402,-0.4412491119194518,0.002305200047758522,-0.001222274103693555,-0.1638057146421671
-0.16045671167631445,0.13680857143171515,-0.42801446877218263,0.004193218942813839,-0.0007497695917039695,-0.15568791634690976
-0.13953312139730062,0.1485018995886454,-0.46069495205396,-0.001949877064503509,-0.011927681879808702,-0.16310981753759443
