acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-0.052644544643543796,0.34566660694720686,-1.2686591521824604,-0.0046606095339101145,-0.0549280905523998,0.30969077285549285
-0.04581228518501404,0.34510167681817794,-1.2761833186617861,-0.004677613916314455,-0.05269657061858389,0.3126993805288248
-0.041732420149831854,0.3447305988453261,-1.2728046117060234,-0.00326746614288956,-0.051452352342115044,0.3124344353380684
-0.040729233461064794,0.348349111524956,-1.2689831252483879,-0.003902562667452314,-0.05917074854149041,0.30199904577138886
-0.050329191037393015,0.34571831303598916,-1.2687768522547473,-0.00397707732038124,-0.06305953841737205,0.30207008088769044
-0.06055603244175458,0.3464984720434125,-1.2608272251200494,-0.005083442436723849,-0.05794833225066824,0.3126993805288248
-0.048103389020135834,0.3513544594202972,-1.2658771794868977,-0.005008579336822792,-0.055736311120532706,0.3164329613759857
-0.05491512245524778,0.3478804679994197,-1.264309547287677,-0.003906477156684451,-0.05548205013478226,0.3103903276216934
-0.05816511400603029,0.3464105899631851,-1.2634368178471256,-0.0037198395781010106,-0.06218541936944959,0.3117312313695829
-0.0553873799343041,0.347979312501297,-1.2605091668444504,-0.0035897400643484212,-0.05461917198863311,0.31766611116966514
-0.0539361401259535,0.34639268467449025,-1.2686094083702755,-0.004507637448995752,-0.050656277668603665,0.317491970799799
-0.04841691040437592,0.3476997707492225,-1.2716535254242343,-0.003416894200557619,-0.053776816918601957,0.32131546466463984
-0.04879507513891522,0.3497718511480956,-1.2646391798292422,-0.00362528278993481,-0.05447904473445328,0.31865441830727476
-0.05300490804803933,0.34172104868835235,-1.266239790175976,-0.004652868119187945,-0.056009770396107286,0.3208548284811865
-0.05133221878571324,0.3471554865143011,-1.2649495999403528,-0.004375506633680835,-0.04806128412126165,0.3220333326467271
-0.04631251618271055,0.34508523318570294,-1.2642758883009892,-0.004997665065858309,-0.05166566078106593,0.3239001230703076
-0.04063611706500682,0.3448277989839558,-1.2646504775042937,-0.004112903585113689,-0.054180242123671556,0.32389616640760915
-0.04699359870310928,0.3511617035062852,-1.2676920626875723,-0.005148312280243386,-0.05608883163533156,0.3133966352223145
-0.04377530441857816,0.3443993510044692,-1.269420372931968,-0.005410673104102267,-0.0619776969527671,0.31083259010524433
-0.04875822366103126,0.34102731010493653,-1.2705766931649107,-0.00326108852458797,-0.062487534282676144,0.30881212323847856
-0.052644544643543796,0.34993683559392763,-1.2606481218647148,-0.003572770423833662,-0.06206132650767107,0.3084930078911518
-0.05071664243518218,0.34395902706819526,-1.2735797896586074,-0.005370287075501075,-0.05838716834183825,0.30709900757797187
-0.05231363063326606,0.3487393737356952,-1.2673819829960489,-0.00435109999538863,-0.06061426642891275,0.30709900757797187
-0.06275134059900057,0.3460879293526208,-1.2690673578200045,-0.002932041707206269,-0.05497492992152763,0.31083259010524433
-0.060448793051707805,0.3436009212942959,-1.2702188909025018,-0.0030806774370864434,-0.0549280905523998,0.3122414375641849
-0.04506801248411559,0.3444698759170842,-1.2747915770080458,-0.0037198395781010106,-0.053992784526381336,0.3131456988016556
-0.04702154951597135,0.3442146341996671,-1.2692627373868535,-0.0047290705543832435,-0.05627291362865877,0.31083259010524433
-0.05804681690204051,0.3493064963490541,-1.266078282358057,-0.005084381176760681,-0.058034204295524444,0.3060987666080281
-0.05491512245524778,0.34806025171447913,-1.2669011828815266,-0.0049421081758008484,-0.05595973357638488,0.3074835683104759
-0.05408372768371425,0.34143109263571064,-1.2719473075280185,-0.003915771533870876,-0.05258740917075909,0.3089657996816639
-0.046952614773608015,0.34027985565543545,-1.2599685379874714,-0.004234175634241345,-0.05806641230999602,0.3077315678961468
-0.057002918753109595,0.34635230642141285,-1.2668686728109457,-0.002932041707206269,-0.05998620593783965,0.3072135323817254
-0.06172685589035974,0.35215380266560825,-1.2652419565371156,-0.0035493107856397915,-0.057580031896381584,0.30734943660494285
-0.05822878100787046,0.345924589270036,-1.2696468796148248,-0.0030219650617314595,-0.05569397553657416,0.31083259010524433
-0.0559245305272189,0.3434607850042038,-1.2705296301569755,-0.0038125149156918803,-0.05470803444098004,0.31313859360991386
-0.061471529415433636,0.3434635256096162,-1.2684097948348103,-0.0035922482160706975,-0.05833993631810714,0.31451344737187875
-0.05385485344029449,0.3478861319172722,-1.2703867390352332,-0.004113738513548381,-0.05557076157260313,0.312407343539337
-0.0630866368244549,0.3465457931635349,-1.2710938543465944,-0.004064744720941782,-0.05545391101058175,0.31351667751239565
-0.0624880671017335,0.34264554624750043,-1.2705329705241752,-0.0037198395781010106,-0.05678970739136258,0.3156970177457849
-0.04993576801995906,0.34508523318570294,-1.27215262309157,-0.00425345479504234,-0.05465629201572414,0.32125151625885295
-0.04583281120843184,0.34508523318570294,-1.2682278618416571,-0.005071170395993102,-0.05640953884419435,0.3164329613759857
-0.05852586340875382,0.3425094295120132,-1.2715633355098408,-0.004507637448995752,-0.06070474382757101,0.3089657996816639
-0.06096228422382466,0.3487393737356952,-1.2717157158275774,-0.0038969740445532813,-0.06011932431661059,0.3116720763220459
